Day,Bin,GWC_30cm,GWC_10cm
25,27,11.197434,NA
25,28,10.972819,13.44943408
25,29,12.765564,NA
25,30,12.93284233,5.789218688
25,31,NA,8.897218956
25,32,12.77419233,9.353869388
25,33,14.24490567,NA
25,34,10.88375233,NA
25,35,18.26431733,5.5706544
25,39,NA,11.34771506
25,40,14.50626067,12.31877646
26,1,14.01166233,9.784960275
26,2,13.692414,8.728968731
26,3,10.78772733,11.94685491
26,4,12.06221567,8.409575063
26,5,23.52481733,NA
26,6,15.93216233,7.267445844
26,7,7.529835667,NA
26,8,15.68528067,1.690232644
26,9,11.856249,4.847339438
26,10,10.87122733,7.805605056
26,11,11.70400067,5.954651325
26,12,11.67728067,3.179931406
26,13,12.84544567,NA
26,14,11.08443067,8.874477
26,15,11.62439733,5.412265731
26,16,13.27797567,NA
26,17,10.73623567,9.73585375
26,18,13.990509,9.771073594
26,19,13.66847733,8.719308431
26,20,11.67978567,5.942173438
26,21,12.041619,10.18566147
26,22,10.901009,NA
26,23,NA,12.01186068
26,24,9.322024,5.946802331
26,25,NA,11.83213885
26,26,11.841219,NA
26,27,10.84868233,NA
26,28,10.769079,11.9271318
26,29,11.653344,NA
26,30,12.81956067,6.163555313
26,31,NA,8.513020775
26,32,11.542289,8.9002378
26,33,13.249864,NA
26,34,10.71591733,NA
26,35,17.165179,5.521145363
26,39,NA,10.4008044
26,40,13.82879733,10.97619602
27,1,13.72442233,9.622948994
27,2,13.65790067,8.454052694
27,3,10.788284,11.35516154
27,4,11.76161567,7.992773369
27,5,23.44298733,NA
27,6,15.95804733,6.981863225
27,7,7.368402333,NA
27,8,15.01394067,1.686408775
27,9,11.495529,4.858006019
27,10,10.691424,7.798158575
27,11,11.14844733,5.83631265
27,12,10.79969567,3.181742713
27,13,12.79117067,NA
27,14,10.66414733,8.338732863
27,15,11.07441067,5.396165231
27,16,12.04050567,NA
27,17,10.53806233,6.780003206
27,18,13.70187733,9.609464825
27,19,13.62923233,8.440971038
27,20,11.12534567,5.825847325
27,21,11.74324567,9.582295231
27,22,10.32374567,NA
27,23,NA,12.02957123
27,24,8.925677333,5.828866169
27,25,NA,11.34670878
27,26,11.477994,NA
27,27,10.668044,NA
27,28,10.76685233,11.33523717
27,29,10.77770733,NA
27,30,12.76834733,6.309868606
27,31,NA,8.208922581
27,32,10.80136567,8.5041655
27,33,12.01517733,NA
27,34,10.51885733,NA
27,35,16.09999733,5.536440838
27,39,NA,10.06631651
27,40,13.27936733,10.40120691
28,1,13.69603233,9.732834906
28,2,13.974644,9.1417453
28,3,10.980334,13.24274391
28,4,12.39120567,8.841068463
28,5,23.53233233,NA
28,6,15.55001067,8.034232156
28,7,7.713257333,NA
28,8,15.61569733,1.63408215
28,9,11.955614,4.739466088
28,10,11.006219,7.749253306
28,11,11.67895067,6.095731956
28,12,11.81060233,3.140082669
28,13,12.83848733,NA
28,14,11.300974,9.372183706
28,15,11.72821567,5.296543388
28,16,13.205609,NA
28,17,10.881804,7.282942575
28,18,13.684899,9.719149481
28,19,13.95237733,9.131883744
28,20,11.654179,6.083656581
28,21,12.37033067,10.28286824
28,22,11.495529,NA
28,23,NA,11.73513334
28,24,10.382474,6.078826431
28,25,NA,11.78101976
28,26,11.93863567,NA
28,27,10.984509,NA
28,28,10.95834567,13.21597683
28,29,11.788614,NA
28,30,12.81455067,5.945997306
28,31,NA,8.668994369
28,32,12.23088567,8.978526481
28,33,13.178889,NA
28,34,10.86120733,NA
28,35,17.24812233,5.536239581
28,39,NA,11.19757789
28,40,13.879454,12.13221192
29,1,14.14554067,10.02123511
29,2,13.90895733,9.017368938
29,3,10.83281733,12.45301438
29,4,12.284604,8.737421494
29,5,23.601359,NA
29,6,15.58591567,7.590462125
29,7,7.556555667,NA
29,8,15.975304,1.696069075
29,9,11.998199,4.828220094
29,10,10.85619733,7.625681969
29,11,11.918039,6.111027431
29,12,12.11036733,3.149340456
29,13,12.95538733,NA
29,14,11.45684067,9.184009113
29,15,11.80141733,5.448693113
29,16,13.692414,NA
29,17,10.94916067,7.305483275
29,18,14.121604,10.00553713
29,19,13.884464,9.00489105
29,20,11.89354567,6.099958338
29,21,12.26484233,10.52035061
29,22,11.35218733,NA
29,23,NA,11.75988786
29,24,9.770975667,5.964311625
29,25,NA,12.0398353
29,26,11.97704567,NA
29,27,10.83560067,NA
29,28,10.814169,12.43168122
29,29,12.08865733,NA
29,30,12.931729,6.145240994
29,31,NA,8.778880281
29,32,11.968139,9.029243056
29,33,13.66541567,NA
29,34,10.927729,NA
29,35,17.646139,5.426152413
29,39,NA,10.46118128
29,40,14.202599,11.47148765
30,1,13.939574,9.888405988
30,2,13.85217733,8.330682613
30,3,10.75377067,11.59425396
30,4,11.967304,8.194633388
30,5,23.29964567,NA
30,6,15.971964,7.086113963
30,7,7.282675667,NA
30,8,15.23076233,1.721829875
30,9,11.730999,4.796622863
30,10,10.65663233,7.539946806
30,11,11.39672067,5.957468913
30,12,11.274254,3.243327125
30,13,12.91475067,NA
30,14,10.76629567,8.525699919
30,15,11.17767233,5.41769965
30,16,12.49613733,NA
30,17,10.76963567,6.92792655
30,18,13.916194,9.873714281
30,19,13.83492067,8.316997188
30,20,11.373619,5.946601075
30,21,11.947264,9.737866313
30,22,10.60430567,NA
30,23,NA,12.03842651
30,24,9.069854,5.7670805
30,25,NA,11.50610373
30,26,11.71624733,NA
30,27,10.63659233,NA
30,28,10.734009,11.57332331
30,29,11.25115233,NA
30,30,12.89109233,6.344887194
30,31,NA,8.282381113
30,32,11.05826733,8.579032825
30,33,12.471644,NA
30,34,10.749039,NA
30,35,16.427039,5.522755413
30,39,NA,9.980380094
30,40,13.96768567,10.6165511
31,1,13.57690567,9.659980144
31,2,13.797624,7.86497565
31,3,10.64076733,11.12411936
31,4,11.675889,7.818082944
31,5,23.34473567,NA
31,6,16.23025733,7.065384569
31,7,7.261522333,NA
31,8,14.66045733,1.694257769
31,9,11.523919,4.694585944
31,10,10.60152233,7.305885788
31,11,10.96725233,5.879582744
31,12,10.840889,3.297465056
31,13,12.73160733,NA
31,14,10.50466233,8.136470331
31,15,10.71035067,5.476265219
31,16,11.663364,NA
31,17,10.474324,6.727877838
31,18,13.562154,9.644684669
31,19,13.77396567,7.853504044
31,20,10.945264,5.8669036
31,21,11.65390067,9.20775735
31,22,10.08382233,NA
31,23,NA,12.22378351
31,24,9.040350667,5.751986281
31,25,NA,11.09232088
31,26,11.50360067,NA
31,27,10.57925567,NA
31,28,10.624624,11.10238369
31,29,10.819179,NA
31,30,12.70739233,6.458194463
31,31,NA,8.096621594
31,32,10.52247567,8.241324838
31,33,11.63692233,NA
31,34,10.45484067,6.714393669
31,35,15.40945233,5.573069475
31,39,NA,9.471201781
31,40,13.38207233,10.22752277
32,1,13.65511733,9.927248444
32,2,14.01027067,8.665774269
32,3,10.91576067,12.96541279
32,4,12.105079,8.637195881
32,5,23.63114067,NA
32,6,15.85061067,7.977880406
32,7,7.625304,NA
32,8,15.16229233,1.730081381
32,9,11.72237067,4.583291238
32,10,10.770749,7.128579031
32,11,11.45767567,6.205819125
32,12,11.58097733,3.432105488
32,13,12.77697567,NA
32,14,11.082204,9.103909125
32,15,11.401174,5.609899369
32,16,12.72325733,NA
32,17,10.60486233,7.347344575
32,18,13.64342733,9.914166788
32,19,13.98661233,8.653296381
32,20,11.433739,6.192938725
32,21,12.082534,9.916380606
32,22,11.21107233,NA
32,23,NA,11.95007501
32,24,10.30704567,6.014424431
32,25,NA,11.45659469
32,26,11.707619,NA
32,27,10.75043067,NA
32,28,10.89572067,12.93904823
32,29,11.55954567,NA
32,30,12.75359567,6.418949494
32,31,NA,8.510404444
32,32,11.85764067,8.736616469
32,33,12.69403233,NA
32,34,10.58092567,7.334866688
32,35,16.572329,5.502026019
32,39,NA,10.78922896
32,40,14.05452567,12.06499233
33,1,14.14136567,10.16332203
33,2,13.93428567,8.598755938
33,3,10.89989567,12.5872523
33,4,12.13040733,8.800012188
33,5,23.528714,NA
33,6,15.79021233,7.698134219
33,7,7.460809,NA
33,8,15.888464,1.660245463
33,9,12.25732733,4.463543769
33,10,10.67611567,7.161182544
33,11,11.968139,6.409087938
33,12,12.22838067,3.258421344
33,13,12.82763233,NA
33,14,11.26200733,9.314221906
33,15,11.837044,5.435812713
33,16,13.836869,NA
33,17,11.09027567,7.425230744
33,18,14.13301567,10.14762404
33,19,13.90756567,8.582856694
33,20,11.94587233,6.397213819
33,21,12.109254,10.69423601
33,22,11.43735733,NA
33,23,NA,11.9078112
33,24,9.917935667,5.895683244
33,25,NA,11.97583581
33,26,12.237844,NA
33,27,10.65691067,NA
33,28,10.87735067,12.56350406
33,29,12.20138233,NA
33,30,12.80369567,6.026499806
33,31,NA,8.640013469
33,32,12.14905567,9.055003856
33,33,13.805974,NA
33,34,11.06940067,7.409532756
33,35,17.268719,5.472843863
33,39,NA,10.44246444
33,40,14.50208567,11.45679594
34,1,14.00999233,10.03753687
34,2,13.802634,8.590101919
34,3,10.75599733,11.7339258
34,4,12.02102233,8.300292919
34,5,23.46163567,NA
34,6,16.20771233,7.150717219
34,7,7.283789,NA
34,8,15.13167567,1.541705531
34,9,11.88519567,4.549077675
34,10,10.67444567,7.1517235
34,11,11.502209,6.19374375
34,12,11.59795567,3.220182656
34,13,12.826519,NA
34,14,10.742359,8.683082306
34,15,11.230834,5.416894625
34,16,12.684569,NA
34,17,10.78383067,7.006013975
34,18,13.99273567,10.02344893
34,19,13.77396567,8.5814479
34,20,11.478829,6.181869631
34,21,12.00209567,10.03190169
34,22,10.75265733,NA
34,23,NA,12.20969558
34,24,9.160590667,5.766879244
34,25,NA,11.43284645
34,26,11.86654733,NA
34,27,10.654684,NA
34,28,10.735679,11.71299515
34,29,11.57457567,NA
34,30,12.803139,6.172209331
34,31,NA,8.266481869
34,32,11.27703733,8.617472769
34,33,12.65840567,NA
34,34,10.76351233,6.993133575
34,35,15.93828567,5.46278105
34,39,NA,10.05041727
34,40,14.002199,10.68618576
35,1,13.618099,9.804884644
35,2,13.66096233,8.675635825
35,3,10.661364,11.23360276
35,4,11.777759,7.921729913
35,5,23.304099,NA
35,6,16.396144,6.951272275
35,7,7.184145667,NA
35,8,14.26327567,1.560623619
35,9,11.570679,4.555316619
35,10,10.586214,7.178893094
35,11,11.02264067,6.064134725
35,12,11.051309,3.142296488
35,13,12.71518567,NA
35,14,10.45066567,8.235085894
35,15,10.694764,5.389725031
35,16,11.729329,NA
35,17,10.571184,6.696884375
35,18,13.606409,9.792406756
35,19,13.637304,8.662956681
35,20,11.001209,6.052461863
35,21,11.75799733,9.441818369
35,22,10.22911233,NA
35,23,NA,12.34715359
35,24,8.885319,5.696037044
35,25,NA,10.80492695
35,26,11.553979,NA
35,27,10.56673067,NA
35,28,10.64605567,11.21166583
35,29,11.02737233,NA
35,30,12.68818733,6.098348288
35,31,NA,8.055766575
35,32,10.65774567,8.230658256
35,33,11.70734067,NA
35,34,10.55142233,6.683601463
35,35,14.91179233,5.577899625
35,39,NA,9.638043213
35,40,13.47837567,10.13232856
36,1,13.708279,10.09147354
36,2,14.01862067,9.46214525
36,3,10.87540233,13.49250291
36,4,12.37923733,8.944312919
36,5,23.63420233,NA
36,6,15.86953733,8.232268306
36,7,7.568524,NA
36,8,15.03704233,1.618987931
36,9,11.91859567,4.448650806
36,10,10.96335567,7.104428281
36,11,11.68980567,6.411905525
36,12,12.12484067,3.25379245
36,13,12.94119233,NA
36,14,11.255884,9.500585194
36,15,11.67449733,5.473246375
36,16,13.25543067,NA
36,17,10.80860233,7.435696069
36,18,13.70048567,10.08080696
36,19,13.99607567,9.450069875
36,20,11.66559067,6.398823869
36,21,12.35864067,10.28749713
36,22,11.63441733,NA
36,23,NA,11.965773
36,24,10.65579733,5.974575694
36,25,NA,11.36341304
36,26,11.89911233,NA
36,27,10.94248067,NA
36,28,10.85313567,13.46774839
36,29,12.100904,NA
36,30,12.917534,6.022072169
36,31,NA,8.635384575
36,32,12.40456567,8.938275231
36,33,13.22342233,NA
36,34,10.78717067,7.424224463
36,35,16.306799,5.3388072
36,39,NA,11.49100951
36,40,14.22458733,12.52526538
37,1,14.068999,10.22168634
37,2,13.90227733,9.094047569
37,3,10.79301567,12.45160559
37,4,12.272079,8.710050644
37,5,23.582989,NA
37,6,15.95665567,7.71041085
37,7,7.531784,NA
37,8,15.31621067,1.634283406
37,9,12.15323067,4.529757075
37,10,10.77882067,7.000982569
37,11,11.96340733,6.466043456
37,12,12.300469,3.204283413
37,13,13.02636233,NA
37,14,11.24614233,9.161468413
37,15,11.78332567,5.482504163
37,16,13.74529733,NA
37,17,11.025424,7.331847844
37,18,14.05925733,10.20860468
37,19,13.87806233,9.079959631
37,20,11.93613067,6.453766825
37,21,12.24925567,10.42837651
37,22,11.31823067,NA
37,23,NA,12.02816244
37,24,9.933244,5.946802331
37,25,NA,11.56527306
37,26,12.13402567,NA
37,27,10.75516233,NA
37,28,10.77603733,12.42725358
37,29,12.27569733,NA
37,30,13.00159067,6.0890905
37,31,NA,8.62813935
37,32,11.93947067,9.014752606
37,33,13.71802067,NA
37,34,11.00176567,7.318162419
37,35,16.698414,5.242807969
37,39,NA,10.38269134
37,40,14.54522733,11.39360148
38,1,14.020569,10.08704591
38,2,13.90255567,8.718503406
38,3,10.78800567,11.61417833
38,4,12.07362733,8.250985138
38,5,23.384259,NA
38,6,16.27479067,7.23383605
38,7,7.296035667,NA
38,8,15.01561067,1.611340194
38,9,11.89939067,4.531367125
38,10,10.607924,6.9778381
38,11,11.442924,6.303830919
38,12,11.59879067,3.149742969
38,13,12.95483067,NA
38,14,10.64744733,8.558102175
38,15,11.142324,5.386706188
38,16,12.455779,NA
38,17,10.79886067,6.933561725
38,18,14.00414733,10.07275671
38,19,13.87472233,8.709044363
38,20,11.417039,6.292359313
38,21,12.05191733,9.775299975
38,22,10.678899,NA
38,23,NA,12.25739331
38,24,9.274429,5.777747081
38,25,NA,11.34811757
38,26,11.882134,NA
38,27,10.58565733,NA
38,28,10.76713067,11.59183889
38,29,11.57708067,NA
38,30,12.92950233,6.105191
38,31,NA,8.197652231
38,32,11.10280067,8.556290869
38,33,12.431564,NA
38,34,10.777429,6.918467506
38,35,15.44368733,5.290103188
38,39,NA,9.909135381
38,40,14.084029,10.49458981
39,1,13.616429,9.816960019
39,2,13.821839,8.52509615
39,3,10.73011233,11.18107488
39,4,11.80670567,7.944270613
39,5,23.285729,NA
39,6,16.43177067,7.101208181
39,7,7.170785667,NA
39,8,14.83191067,1.629050744
39,9,11.629964,4.458914875
39,10,10.51301233,6.938190619
39,11,10.99425067,6.146448531
39,12,11.169879,3.110498
39,13,12.82429233,NA
39,14,10.41977067,8.18376555
39,15,10.68029067,5.277424044
39,16,11.73795733,NA
39,17,10.57146233,6.565262788
39,18,13.607244,9.808708513
39,19,13.80319067,8.514429569
39,20,10.97309733,6.133165619
39,21,11.788614,9.338976425
39,22,10.258059,NA
39,23,NA,12.37090183
39,24,9.093790667,5.685370463
39,25,NA,11.21649598
39,26,11.615769,NA
39,27,10.491024,NA
39,28,10.71452567,11.15933921
39,29,11.147334,NA
39,30,12.80119067,5.9152051
39,31,NA,8.034634669
39,32,10.58732733,8.222205494
39,33,11.71374233,NA
39,34,10.55142233,6.552181131
39,35,14.58363733,5.361951669
39,39,NA,9.59416935
39,40,13.484499,9.864859006
40,1,13.79623233,10.16271826
40,2,14.137469,9.202323431
40,3,11.037949,13.27816501
40,4,12.50977567,NA
40,5,23.54263067,NA
40,6,16.026239,NA
40,7,7.611109,NA
40,8,15.53720733,1.632069588
40,9,12.11621233,4.309582738
40,10,10.93635733,7.012051663
40,11,11.87935067,6.515552494
40,12,12.16464233,3.116736944
40,13,13.05475233,NA
40,14,11.24308067,9.371177425
40,15,11.660859,5.360945388
40,16,13.11765567,NA
40,17,10.92995567,7.303873225
40,18,13.78621233,10.15144791
40,19,14.11381067,9.187027956
40,20,11.85485733,6.501867069
40,21,12.48695233,10.3203019
40,23,NA,12.08048906
40,24,NA,6.005569156
40,25,NA,11.72305796
40,26,12.09700733,NA
40,27,10.91492567,NA
40,28,11.017909,13.25260546
40,29,12.141819,NA
40,30,13.02970233,5.666854888
40,31,NA,8.626730556
40,32,12.22587567,8.927407394
40,33,13.08982233,NA
40,34,10.907689,7.288980263
40,35,16.20353733,5.205575563
40,39,NA,11.14243368
40,40,14.30307733,12.11168378
41,1,14.13106733,10.39456546
41,2,13.82462233,8.791961938
41,3,10.81027233,12.51983146
41,4,12.33526067,NA
41,5,23.715754,NA
41,6,16.122264,NA
41,7,7.463035667,NA
41,8,15.98727233,1.545931913
41,9,12.333869,3.906466469
41,10,10.87150567,7.005611463
41,11,12.299634,6.641740163
41,12,12.37283567,3.138875131
41,13,13.20449567,NA
41,14,11.29290233,9.224260363
41,15,11.89772067,5.417498394
41,16,13.738339,NA
41,17,11.19353733,7.38196065
41,18,14.12383067,10.37967249
41,19,13.80235567,8.77948405
41,20,12.273749,6.629463531
41,21,12.31494233,10.73005963
41,23,NA,12.14871493
41,24,NA,5.897695806
41,25,NA,12.04788555
41,26,12.31188067,NA
41,27,10.850909,NA
41,28,10.79023233,12.49487568
41,29,12.349734,NA
41,30,13.17610567,5.821620944
41,31,NA,8.662554169
41,32,12.02519733,9.097871438
41,33,13.70688733,NA
41,34,11.16876567,7.369482763
41,35,16.81336567,5.141576075
41,39,NA,10.33801245
41,40,14.549959,11.47470775
42,1,13.945419,10.25650367
42,2,13.697424,8.295664025
42,3,10.788284,11.71742279
42,4,12.068339,NA
42,5,23.86410567,NA
42,6,16.250854,NA
42,7,7.281284,NA
42,8,15.80273733,1.520573625
42,9,12.002374,3.591299181
42,10,10.58649233,6.834342394
42,11,11.677559,6.476710038
42,12,11.38892733,3.202874619
42,13,13.09566733,NA
42,14,10.68697067,8.617674025
42,15,11.224989,5.433598894
42,16,12.47387067,NA
42,17,10.99647733,7.038818744
42,18,13.936234,10.24402578
42,19,13.66931233,8.282783625
42,20,11.65278733,6.464030894
42,21,12.046629,9.977763763
42,23,NA,12.24068904
42,24,NA,5.7638604
42,25,NA,11.91706899
42,26,11.98122067,NA
42,27,10.56506067,NA
42,28,10.76768733,11.6952846
42,29,11.36805233,NA
42,30,13.06922567,6.070977438
42,31,NA,8.2272369
42,32,11.188249,8.611837594
42,33,12.44687233,NA
42,34,10.97504567,7.026542113
42,35,15.925204,5.455737081
42,39,NA,9.882770813
42,40,14.06927733,10.70228626
43,1,13.55603067,10.02485773
43,2,13.62255233,8.179740425
43,3,10.728164,11.25674723
43,4,11.827024,NA
43,5,24.17110733,NA
43,6,16.125604,NA
43,7,7.240925667,NA
43,8,15.41140067,1.500850513
43,9,11.84762067,3.563928331
43,10,10.445934,6.825889631
43,11,11.09445067,6.351931163
43,12,10.95667567,3.22481155
43,13,12.878289,NA
43,14,10.46402567,8.181149219
43,15,10.70673233,5.40481925
43,16,11.759389,NA
43,17,10.82864233,6.673136138
43,18,13.53766067,10.01378863
43,19,13.59611067,8.165652488
43,20,11.073019,6.337843225
43,21,11.80670567,9.480459569
43,23,NA,12.14811116
43,24,NA,5.737495831
43,25,NA,11.63510898
43,26,11.82758067,NA
43,27,10.42533733,NA
43,28,10.71341233,11.23440779
43,29,10.936079,NA
43,30,12.85268233,6.055883219
43,31,NA,8.062609288
43,32,10.58593567,8.242934888
43,33,11.736844,NA
43,34,10.808324,6.661060763
43,35,15.00559067,5.692011919
43,39,NA,9.438195756
43,40,13.49145733,10.22390016
44,1,13.70132067,10.32694336
44,2,14.05341233,9.038903356
44,3,10.97142733,13.51323231
44,4,12.40456567,NA
44,5,24.47755233,NA
44,6,15.777409,NA
44,7,7.630592333,NA
44,8,16.18544567,1.387341988
44,9,12.30742733,3.461287644
44,10,10.884309,6.989510963
44,11,11.838714,6.745387131
44,12,12.19581567,3.144510306
44,13,13.12517067,NA
44,14,11.09751233,9.558144481
44,15,11.79139733,5.320090369
44,16,13.36231067,NA
44,17,11.20383567,7.434891044
44,18,13.692414,10.30802527
44,19,14.02947567,9.026827981
44,20,11.815334,6.733311756
44,21,12.38257733,10.48352072
44,23,NA,11.89996221
44,24,NA,6.019053325
44,25,NA,12.18856367
44,26,12.283769,NA
44,27,10.86287733,NA
44,28,10.94804733,13.49028909
44,29,12.17549733,NA
44,30,13.10234733,5.600037813
44,31,NA,8.522681075
44,32,12.48611733,9.023607881
44,33,13.33308567,NA
44,34,11.18296067,7.4222119
44,35,16.50163233,5.452718238
44,39,NA,11.53991478
44,40,14.173374,12.52264904
45,1,14.144984,10.51048906
45,2,13.80235567,8.527712481
45,3,10.94721233,12.64320154
45,4,12.31661233,NA
45,5,24.31305733,NA
45,6,15.704764,NA
45,7,7.606655667,NA
45,8,16.32656067,1.464423131
45,9,12.31939567,3.563525819
45,10,10.86705233,6.987699656
45,11,12.288779,6.759475069
45,12,12.54874233,3.229440444
45,13,13.17777567,NA
45,14,11.41926567,9.323882206
45,15,12.06555567,5.403812969
45,16,13.96434567,NA
45,17,11.21051567,7.437104863
45,18,14.126614,10.49660238
45,19,13.77897567,8.512618263
45,20,12.26400733,6.745185875
45,21,12.29434567,10.75461289
45,23,NA,11.84461674
45,24,NA,6.001342775
45,25,NA,12.29140561
45,26,12.30158233,NA
45,27,10.84701233,NA
45,28,10.92884233,12.61925204
45,29,12.52619733,NA
45,30,13.15578733,5.656993331
45,31,NA,8.752716969
45,32,12.158519,9.222046544
45,33,13.93512067,NA
45,34,11.19298067,7.424626975
45,35,17.105059,5.238380331
45,39,NA,10.4974074
45,40,14.61787233,11.69689465
46,1,13.82740567,10.26093131
46,2,13.78788233,7.994182163
46,3,10.72538067,11.69910847
46,4,12.02631067,NA
46,5,24.125739,NA
46,6,16.006199,NA
46,7,7.338620667,NA
46,8,16.084689,1.460800519
46,9,12.21084567,3.449212269
46,10,10.643829,7.186540831
46,11,11.81589067,6.582772081
46,12,11.62272733,3.156183169
46,13,12.89610233,NA
46,14,10.740689,8.752918225
46,15,11.44348067,5.347461219
46,16,13.075349,NA
46,17,11.08276067,7.075849894
46,18,13.818499,10.2462396
46,19,13.76199733,7.981301763
46,20,11.79306733,6.572306756
46,21,12.009054,10.15486926
46,23,NA,12.06398605
46,24,NA,5.805922956
46,25,NA,12.11611142
46,26,12.189414,NA
46,27,10.62406733,NA
46,28,10.70673233,11.67777531
46,29,11.60185233,NA
46,30,12.87188733,5.777545825
46,31,NA,8.264469306
46,32,11.37501067,8.770025006
46,33,13.04556733,NA
46,34,11.058824,7.061359444
46,35,16.11001733,5.311637606
46,39,NA,9.862041419
46,40,14.27830567,10.69343099
47,1,13.627284,10.18284388
47,2,13.708279,7.867189469
47,3,10.766574,11.27385401
47,4,11.87907233,NA
47,5,24.13631567,NA
47,6,16.14202567,NA
47,7,7.240647333,NA
47,8,15.850889,1.4263857
47,9,12.014064,3.554066775
47,10,10.52052733,7.433280994
47,11,11.280099,6.383327138
47,12,10.90212233,3.2296417
47,13,12.889144,NA
47,14,10.72120567,8.348191906
47,15,10.96419067,5.424944875
47,16,12.02770233,NA
47,17,10.82613733,6.796506219
47,18,13.61531567,10.16674338
47,19,13.68517733,7.859139219
47,20,11.25616233,6.372056788
47,21,11.861259,9.601213319
47,23,NA,12.16320538
47,24,NA,5.737093319
47,25,NA,11.95088004
47,26,11.993189,NA
47,27,10.501044,NA
47,28,10.749039,11.25332588
47,29,10.87957733,NA
47,30,12.86520733,6.036965131
47,31,NA,8.230255744
47,32,10.815839,8.424065513
47,33,12.00126067,NA
47,34,10.80303567,6.78302205
47,35,14.77429567,5.39837905
47,39,NA,9.57484875
47,40,13.71690733,10.37041471
48,1,13.53348567,10.19069288
48,2,13.87249567,8.439562244
48,3,10.87206233,13.14332332
48,4,11.926389,NA
48,5,24.41854567,NA
48,6,15.85562067,NA
48,7,7.378979,NA
48,8,16.21272233,1.435240975
48,9,12.20889733,3.570771044
48,10,10.68335233,7.335470456
48,11,11.41731733,6.630872325
48,12,11.36137233,3.272308025
48,13,12.99240567,NA
48,14,10.668879,9.273165631
48,15,11.58376067,5.463988588
48,16,12.59967733,NA
48,17,11.08582233,7.315747344
48,18,13.52402233,10.17660494
48,19,13.84744567,8.42849315
48,20,11.39143233,6.616381875
48,21,11.90440067,10.23154789
48,23,NA,11.95591144
48,24,NA,5.836111394
48,25,NA,12.2105006
48,26,12.18885733,NA
48,27,10.66108567,NA
48,28,10.852579,13.11897131
48,29,11.33743567,NA
48,30,12.968469,6.157517625
48,31,NA,8.213148963
48,32,12.09144067,8.874678256
48,33,12.57657567,NA
48,34,11.06327733,7.301860663
48,35,14.93851233,5.357121519
48,39,NA,11.34268365
48,40,13.28799567,11.66288234
49,1,14.19731067,10.43843932
49,2,13.892814,8.502957963
49,3,10.94248067,13.04370148
49,4,12.183569,NA
49,5,24.456399,NA
49,6,15.85562067,NA
49,7,7.401524,NA
49,8,16.460439,1.383920631
49,9,12.429059,3.546419038
49,10,10.69838233,7.355193569
49,11,12.165199,6.77980195
49,12,11.81561233,3.256610038
49,13,13.132964,NA
49,14,11.00983733,9.338976425
49,15,12.02130067,5.485925519
49,16,13.15857067,NA
49,17,11.33326067,7.532902838
49,18,14.18729067,10.42435138
49,19,13.86832067,8.487863744
49,20,12.14321067,6.767525319
49,21,12.16575567,10.52397323
49,23,NA,11.95510642
49,24,NA,5.851809381
49,25,NA,12.39002118
49,26,12.40373067,NA
49,27,10.678064,NA
49,28,10.92244067,13.01975198
49,29,11.79501567,NA
49,30,13.11014067,6.122297781
49,31,NA,8.457876563
49,32,12.18245567,9.189644288
49,33,13.131294,NA
49,34,11.31155067,7.518613644
49,35,15.627944,5.292719519
49,39,NA,11.03476159
49,40,13.315829,11.70393862
50,1,14.038939,10.37604988
50,2,13.84243567,8.062408031
50,3,10.79969567,11.89694336
50,4,12.00794067,NA
50,5,24.39321733,NA
50,6,16.15204567,NA
50,7,7.290747333,NA
50,8,16.009539,1.446310069
50,9,12.16714733,3.502545175
50,10,10.51830067,7.373507888
50,11,11.56761733,6.594847456
50,12,11.14844733,3.246748481
50,13,13.03833067,NA
50,14,10.55142233,8.673623263
50,15,11.378629,5.47566145
50,16,12.13152067,NA
50,17,11.09779067,7.191572238
50,18,14.02585733,10.36176069
50,19,13.821839,8.051540194
50,20,11.546464,6.582570825
50,21,11.988179,9.667225369
50,23,NA,12.17085312
50,24,NA,5.769294319
50,25,NA,12.06640113
50,26,12.14738567,NA
50,27,10.496034,NA
50,28,10.77965567,11.87480518
50,29,11.129799,NA
50,30,13.013559,6.099354569
50,31,NA,8.127816313
50,32,11.26646067,8.72474235
50,33,12.10730567,NA
50,34,11.07663733,7.177283044
50,35,14.82439567,5.334782075
50,39,NA,10.12206449
50,40,13.12350067,10.82002117
51,1,13.638139,10.20840343
51,2,13.73694733,7.878258563
51,3,10.81361233,11.32477184
51,4,11.84845567,NA
51,5,24.293574,NA
51,6,16.16512733,NA
51,7,7.266810667,NA
51,8,15.501859,1.408272638
51,9,11.90941067,3.499928844
51,10,10.44398567,7.4286521
51,11,11.05492733,6.406874119
51,12,10.70589733,3.241918331
51,13,12.90612233,NA
51,14,10.33627067,8.230255744
51,15,10.91158567,5.423536081
51,16,11.71374233,NA
51,17,10.833374,6.843801438
51,18,13.63034567,10.19210167
51,19,13.709114,7.868397006
51,20,11.03433067,6.395
51,21,11.82980733,9.215203831
51,23,NA,12.18051342
51,24,NA,5.752791306
51,25,NA,11.69930973
51,26,11.88686567,NA
51,27,10.42366733,NA
51,28,10.79106733,11.30464622
51,29,10.685579,NA
51,30,12.88469067,6.047027944
51,31,NA,7.972245231
51,32,10.651344,8.3882419
51,33,11.690919,NA
51,34,10.812499,6.83132355
51,35,14.004704,5.370001919
51,39,NA,9.646294719
