Day,Bin,GWC_30cm,GWC_10cm
51,40,12.82874567,10.23295669
52,1,13.75531733,10.39275415
52,2,14.141644,8.943507894
52,3,11.19298067,13.64243882
52,4,12.19219733,NA
52,5,24.47504733,NA
52,6,15.87287733,NA
52,7,7.704072333,NA
52,8,16.331014,1.3426631
52,9,12.19915567,3.369313538
52,10,10.98339567,7.460048075
52,11,11.793624,6.833939881
52,12,11.958954,3.149340456
52,13,13.073679,NA
52,14,11.12117067,9.6408608
52,15,11.984004,5.298958463
52,16,13.295789,NA
52,17,11.117274,7.470915913
52,18,13.740844,10.37403732
52,19,14.11520233,8.928011163
52,20,11.76885233,6.819851944
52,21,12.17132233,10.44085439
52,23,NA,11.96838933
52,24,NA,6.071782463
52,25,NA,12.29120436
52,26,12.17410567,NA
52,27,10.96224233,NA
52,28,11.17544567,13.61828807
52,29,11.93668733,NA
52,30,13.04974233,5.476667731
52,31,NA,8.537574038
52,32,12.60079067,9.160663388
52,33,13.26545067,NA
52,34,11.093894,7.45602295
52,35,16.04739233,5.352090113
52,39,NA,11.95188632
52,40,14.05591733,12.54398221
53,1,14.189239,10.55899181
53,2,14.01778567,8.587686844
53,3,11.07496733,12.60959174
53,4,12.06193733,NA
53,5,24.33894233,NA
53,6,16.03013567,NA
53,7,7.675404,NA
53,8,16.75992567,1.316097275
53,9,12.39426733,3.379980119
53,10,10.86621733,7.3996712
53,11,12.29768567,6.856681838
53,12,12.42683233,3.085542225
53,13,13.23010233,NA
53,14,11.39894733,9.406598525
53,15,12.163529,5.347662475
53,16,13.94263567,NA
53,17,11.212464,7.459444306
53,18,14.179219,10.54731895
53,19,13.99273567,8.573598906
53,20,12.271244,6.846216513
53,21,12.04050567,10.77775736
53,23,NA,12.08069032
53,24,NA,6.052260606
53,25,NA,12.60194401
53,26,12.37088733,NA
53,27,10.84200233,NA
53,28,11.057154,12.58544099
53,29,12.40289567,NA
53,30,13.20755733,5.426152413
53,31,NA,8.739031544
53,32,12.27903733,9.290071156
53,33,13.91313233,NA
53,34,11.19298067,7.446161394
53,35,16.99623067,5.1327208
53,39,NA,10.77171967
53,40,14.80407733,11.67334767
54,1,13.986334,10.45775992
54,2,14.08375067,8.222205494
54,3,10.892659,11.75505771
54,4,11.82090067,NA
54,5,24.16637567,NA
54,6,16.370259,NA
54,7,7.428800667,NA
54,8,16.06604067,1.359367369
54,9,12.172714,3.478394425
54,10,10.709794,7.469507119
54,11,11.731834,6.67997885
54,12,11.41815233,3.178522613
54,13,13.15940567,NA
54,14,10.75377067,8.709849388
54,15,11.55704067,5.437825275
54,16,12.73494733,NA
54,17,11.04240233,7.110868481
54,18,13.968799,10.44548329
54,19,14.059814,8.21274645
54,20,11.70567067,6.666092169
54,21,11.80253067,9.92261955
54,23,NA,12.32682671
54,24,NA,5.872337519
54,25,NA,12.10564609
54,26,12.152674,NA
54,27,10.68752733,NA
54,28,10.87568067,11.73130947
54,29,11.397834,NA
54,30,13.134634,5.825646069
54,31,NA,8.275337144
54,32,11.31489067,8.852540069
54,33,12.70906233,NA
54,34,11.02264067,7.096176775
54,35,15.89375233,5.447284319
54,39,NA,9.955021806
54,40,14.251864,10.93614603
55,1,13.76979067,10.21947252
55,2,14.04868067,8.097829131
55,3,10.77047067,11.19234523
55,4,11.72459733,NA
55,5,24.04168233,NA
55,6,16.53614567,NA
55,7,7.333889,NA
55,8,15.71422733,1.292349038
55,9,11.93529567,3.358244444
55,10,10.65357067,7.637354831
55,11,11.30459233,6.542722088
55,12,11.093059,3.076485694
55,13,12.99073567,NA
55,14,10.48156067,8.327663769
55,15,11.19854733,5.317474038
55,16,12.01851733,NA
55,17,10.93580067,6.749613513
55,18,13.755039,10.20357328
55,19,14.01862067,8.08394245
55,20,11.28204733,6.5302442
55,21,11.70233067,9.501993988
55,23,NA,12.44697669
55,24,NA,5.803507881
55,25,NA,11.85266699
55,26,11.915534,NA
55,27,10.63269567,NA
55,28,10.75349233,11.17181709
55,29,11.074689,NA
55,30,12.968469,5.559987819
55,31,NA,8.076697225
55,32,10.78772733,8.592315738
55,33,11.993189,NA
55,34,10.913534,6.738343163
55,35,14.89342233,5.856639531
55,39,NA,9.335756325
55,40,13.65010733,10.88100181
56,1,13.81376733,10.42495515
56,2,14.293614,8.828791831
56,3,11.01512567,13.09522308
56,4,12.206114,NA
56,5,24.18224067,NA
56,6,16.14091233,NA
56,7,7.645344,NA
56,8,16.130614,1.282286225
56,9,12.00599233,3.358848213
56,10,10.99174567,7.554638513
56,11,11.67811567,6.914844894
56,12,11.92945067,3.101843981
56,13,13.14020067,NA
56,14,11.13675733,9.371781194
56,15,11.80587067,5.303788613
56,16,13.093719,NA
56,17,11.188249,7.316149856
56,18,13.80235567,10.4104647
56,19,14.26550233,8.8132951
56,20,11.655014,6.900153188
56,21,12.186074,10.23255418
56,23,NA,12.16159533
56,24,NA,6.028311113
56,25,NA,12.14911744
56,26,11.983169,NA
56,27,10.97003567,NA
56,28,10.993694,13.06946228
56,29,11.90690567,NA
56,30,13.11598567,5.326933081
56,31,NA,8.547435594
56,32,12.229494,9.032060644
56,33,13.067834,NA
56,34,11.164869,7.3030682
56,35,16.09610067,5.612113188
56,39,NA,11.44834318
56,40,14.23627733,12.56350406
57,1,14.11102733,10.79768173
57,2,13.98995233,8.679862206
57,3,10.941089,12.91107361
57,4,12.19581567,NA
57,5,24.01245733,NA
57,6,15.96556233,NA
57,7,7.551824,NA
57,8,16.48187067,1.298185469
57,9,12.253709,3.384407756
57,10,10.796634,7.603342525
57,11,12.571009,7.263420719
57,12,12.32078733,3.138271363
57,13,13.325849,NA
57,14,11.43179067,9.47824575
57,15,12.11788233,5.418303419
57,16,13.70521733,NA
57,17,11.366939,7.545581981
57,18,14.10267733,10.78258751
57,19,13.96239733,8.668189344
57,20,12.546794,7.249735294
57,21,12.17327067,10.85302719
57,23,NA,12.03480389
57,24,NA,5.96189655
57,25,NA,12.4069267
57,26,12.23255567,NA
57,27,10.78132567,NA
57,28,10.92077067,12.88631909
57,29,12.295459,NA
57,30,13.301634,5.590377513
57,31,NA,8.760968475
57,32,12.378124,9.256662619
57,33,13.67877567,NA
57,34,11.34411567,7.533104094
57,35,17.154324,5.262329825
57,39,NA,10.9224606
57,40,14.72336067,12.45080056
58,1,13.860249,10.54631267
58,2,13.98188067,8.217979113
58,3,10.80053067,11.90982376
58,4,11.90189567,NA
58,5,23.684024,NA
58,6,16.318489,NA
58,7,6.969829,NA
58,8,16.054629,1.216877944
58,9,12.22142233,3.31819445
58,10,10.62824233,7.881881175
58,11,12.33331233,7.09537175
58,12,11.30320067,2.934801294
58,13,13.06171067,NA
58,14,10.509394,8.642831056
58,15,11.451274,5.226506213
58,16,12.414029,NA
58,17,11.167374,7.02774965
58,18,13.84382733,10.53202348
58,19,13.95237733,8.206507506
58,20,12.310489,7.081283813
58,21,11.880464,10.00251828
58,23,NA,12.29080184
58,24,NA,5.541874756
58,25,NA,12.09618705
58,26,12.20249567,NA
58,27,10.607089,NA
58,28,10.78104733,11.88587427
58,29,11.28232567,NA
58,30,13.03582567,5.677521469
58,31,NA,8.096017825
58,32,11.22526733,8.777068975
58,33,12.39037067,NA
58,34,11.147334,7.015271763
58,35,15.436729,5.391335081
58,39,NA,10.0723542
58,40,14.06120567,11.83314513
59,1,13.53404233,10.36840214
59,2,13.91146233,8.037452256
59,3,10.801644,11.52924819
59,4,11.711794,NA
59,5,23.71798067,NA
59,6,16.58763733,NA
59,7,7.063627333,NA
59,8,15.63991233,1.319921144
59,9,12.10702733,3.349389169
59,10,10.51551733,7.782460588
59,11,12.171044,6.937788106
59,12,10.84701233,3.02194525
59,13,12.89554567,NA
59,14,10.38386567,8.185174344
59,15,10.86621733,5.325524288
59,16,12.023249,NA
59,17,10.97254067,6.766116525
59,18,13.52151733,10.35270416
59,19,13.88919567,8.02598065
59,20,12.14543733,6.925712731
59,21,11.688414,9.441415856
59,23,NA,12.48501413
59,24,NA,5.610100625
59,25,NA,11.79973659
59,26,12.08309067,NA
59,27,10.496034,NA
59,28,10.78438733,11.50731126
59,29,10.82641567,NA
59,30,12.87300067,5.81377195
59,31,NA,8.005653769
59,32,10.59261567,8.353424569
59,33,12.00014733,NA
59,34,10.95138733,6.755852456
59,35,14.187569,5.490956925
59,39,NA,9.383856569
59,40,13.49396233,11.62887004
60,1,13.45917067,10.33298104
60,2,14.13301567,8.604391113
60,3,10.90963733,12.79816885
60,4,11.95756233,NA
60,5,23.80287233,NA
60,6,16.26310067,NA
60,7,7.449119,NA
60,8,15.74261733,1.320323656
60,9,12.06360733,3.368911025
60,10,10.70756733,7.688473919
60,11,12.222814,7.126566469
60,12,11.25143067,3.091781169
60,13,13.052804,NA
60,14,10.850909,8.840464694
60,15,11.20773233,5.373020763
60,16,12.452439,NA
60,18,13.44414067,10.31889311
60,19,14.106574,8.594529556
60,20,12.19999067,7.112478531
60,21,11.93446067,9.731426113
60,23,NA,12.25135562
60,24,NA,5.887029225
60,25,NA,11.87118256
60,26,12.04301067,NA
60,27,10.68418733,NA
60,28,10.88959733,12.77301182
60,29,11.228329,NA
60,30,13.029424,5.693219456
60,31,NA,8.344368038
60,32,11.493024,8.5975484
60,33,12.42766733,NA
60,34,NA,7.008227794
60,35,14.83608567,5.459963463
60,39,NA,10.69765737
60,40,13.70215567,12.38176967
61,1,14.09850233,10.84537946
61,2,14.114924,8.881118456
61,3,11.09333733,13.35262982
61,4,12.30325233,NA
61,5,23.922834,NA
61,6,15.860074,NA
61,7,7.596357333,NA
61,8,16.83758067,1.313883456
61,9,12.47526233,3.307729125
61,10,10.86232067,7.487620181
61,11,12.56544233,7.369684019
61,12,12.491684,3.093994988
61,13,13.228989,NA
61,14,11.462964,9.620332663
61,15,12.21056733,5.362152925
61,16,14.127449,NA
61,18,14.084864,10.83008398
61,19,14.08291567,8.869848106
61,20,12.53733067,7.35619985
61,21,12.28265567,10.96331562
61,23,NA,11.95993657
61,24,NA,5.994298806
61,25,NA,12.66332716
61,26,12.45132567,NA
61,27,10.83949733,NA
61,28,11.07413233,13.32566148
61,29,12.465799,NA
61,30,13.20505233,5.445271756
61,31,NA,8.786326763
61,32,12.571009,9.326699794
61,33,14.09794567,NA
61,34,NA,7.668348294
61,35,17.16545733,5.152242656
61,39,NA,11.07259776
61,40,14.85445567,12.0430554
62,1,14.028919,10.68034933
62,2,14.043949,8.524291125
62,3,10.84534233,11.99012501
62,4,12.09645067,NA
62,5,23.85158067,NA
62,6,16.068824,NA
62,7,7.478900667,NA
62,8,16.42982233,1.343065613
62,9,12.218639,3.329666056
62,10,10.714804,7.412149088
62,11,12.53900067,7.234439819
62,12,11.430399,3.151956788
62,13,13.167199,NA
62,14,10.67695067,8.796792088
62,15,11.45183067,5.352291369
62,16,12.90556567,NA
62,18,14.01027067,10.66646265
62,19,14.018899,8.509398163
62,20,12.51729067,7.219546856
62,21,12.076689,10.06349893
62,23,NA,12.11108001
62,24,NA,5.907356106
62,25,NA,12.36848676
62,26,12.19832067,NA
62,27,10.69281567,NA
62,28,10.82725067,11.9689931
62,29,11.410359,NA
62,30,13.139644,5.655584538
62,31,NA,8.21918665
62,32,11.43346067,8.779081538
62,33,12.87773233,NA
62,34,NA,7.198012438
62,35,15.98170567,5.244015506
62,39,NA,9.907324075
62,40,14.235999,10.999743
63,1,13.831024,10.63506668
63,2,13.85551733,8.469549425
63,3,10.86148567,11.51958789
63,4,11.84066233,NA
63,5,23.98072733,NA
63,6,16.01482733,NA
63,7,7.309674,NA
63,8,15.84309567,1.385329425
63,9,11.92249233,3.4228477
63,10,10.553649,7.410539038
63,11,12.25760567,7.141660688
63,12,10.87150567,3.161818344
63,13,12.94954233,NA
63,14,10.42812067,8.427084356
63,15,10.95973733,5.442252913
63,16,11.96758233,NA
63,18,13.81571567,10.62077748
63,19,13.82879733,8.457272794
63,20,12.23172067,7.1291828
63,21,11.81923067,9.483679669
63,23,NA,12.07022499
63,24,NA,5.786803613
63,25,NA,11.94665366
63,26,11.901339,NA
63,27,10.531939,NA
63,28,10.84562067,11.49966353
63,29,10.85285733,NA
63,30,12.92310067,5.769093063
63,31,NA,8.038257281
63,32,10.92411067,8.419839131
63,33,11.939749,NA
63,34,NA,6.908807206
63,35,14.49679733,5.2422042
63,39,NA,9.45248495
63,40,13.72804067,11.82489363
64,1,14.003869,10.93815859
64,2,14.16558067,9.239354581
64,3,11.14009733,13.5532823
64,4,12.44381067,NA
64,5,24.41576233,NA
64,6,15.78186233,NA
64,7,7.851032333,NA
64,8,16.43511067,1.4875676
64,9,12.23227733,3.517035625
64,10,10.84395067,7.183119475
64,11,12.53621733,7.546990775
64,12,12.08476067,3.347577863
64,13,13.082864,NA
64,14,11.360259,9.61026985
64,15,11.82563233,5.59158505
64,16,13.359249,NA
64,18,13.985499,10.92225934
64,19,14.13941733,9.227279206
64,20,12.512559,7.534110375
64,21,12.424884,10.44830088
64,23,NA,11.90217603
64,24,NA,6.176636969
64,25,NA,12.36848676
64,26,12.21140233,NA
64,27,10.82446733,NA
64,28,11.118109,13.52973532
64,29,12.06472067,NA
64,30,13.06087567,5.700665938
64,31,NA,8.710453156
64,32,12.55959733,9.049771194
64,33,13.335034,NA
64,34,NA,7.701354319
64,35,16.297614,5.212217019
64,39,NA,11.64899566
64,40,14.559144,13.69154534
65,1,14.23043233,11.00678697
65,2,13.925379,8.831609419
65,3,11.164034,12.59208245
65,4,12.254544,NA
65,5,24.25822567,NA
65,6,15.703094,NA
65,7,7.803437333,NA
65,8,16.722629,1.534661563
65,9,12.36699067,3.503148944
65,10,10.65830233,7.221760675
65,11,NA,7.603141269
65,12,12.27597567,3.348181631
65,13,13.155509,NA
65,14,11.38642233,9.352863106
65,15,12.09895567,5.595811431
65,16,13.95432567,NA
65,18,14.211784,10.98887516
65,19,13.89559733,8.815710175
65,21,12.23060733,10.76507821
65,23,NA,11.84361046
65,24,NA,6.143228431
65,25,NA,12.57799451
65,26,12.34667233,NA
65,27,10.63742733,NA
65,28,11.143994,12.56833421
65,29,12.254544,NA
65,30,13.132129,5.548314956
65,31,NA,8.730981294
65,32,12.20166067,9.245191013
65,33,13.92510067,NA
65,34,NA,7.590663381
65,35,17.204424,5.116217788
65,39,NA,10.50686644
65,40,14.71389733,NA
66,1,14.05925733,10.83189529
66,2,13.85746567,8.535762731
66,3,10.93719233,11.81000066
66,4,11.99764233,NA
66,5,24.20061067,NA
66,6,15.96667567,NA
66,7,7.514527333,NA
66,8,16.30318067,1.486360063
66,9,12.23005067,3.452633625
66,10,10.55893733,7.305080763
66,11,NA,7.483997569
66,12,11.30876733,3.254798731
66,13,13.03972233,NA
66,14,10.69504233,8.73118255
66,15,11.53282567,5.575082038
66,16,12.82206567,NA
66,18,14.04033067,10.81599604
66,19,13.83408567,8.524492381
66,21,11.977324,9.990644163
66,23,NA,12.03560892
66,24,NA,5.934928213
66,25,NA,12.27611014
66,26,12.206949,NA
66,27,10.53973233,NA
66,28,10.921884,11.78886876
66,29,11.28817067,NA
66,30,13.01634233,5.601849119
66,31,NA,8.231262025
66,32,11.34495067,8.836842081
66,33,12.79701567,NA
66,34,NA,7.213307913
66,35,16.005364,5.186858731
66,39,NA,9.906720306
66,40,14.21540233,NA
67,1,13.699929,10.63406039
67,2,13.795954,8.372745169
67,3,10.81806567,11.3958153
67,4,11.740184,NA
67,5,23.94899733,NA
67,6,16.026239,NA
67,7,7.417110667,NA
67,8,15.634624,1.428800775
67,9,11.766904,3.471350456
67,10,10.46569567,7.475947319
67,11,NA,7.255772981
67,12,10.73039067,3.213339944
67,13,12.964294,NA
67,14,10.47989067,8.255614031
67,15,10.938584,5.481497881
67,16,11.90328733,NA
67,18,13.68350733,10.62258879
67,19,13.76561567,8.362682356
67,21,11.71903067,9.385265363
67,23,NA,12.07928153
67,24,NA,5.864488525
67,25,NA,11.79309514
67,26,11.74408067,NA
67,27,10.44398567,NA
67,28,10.79858233,11.37387837
67,29,10.708124,NA
67,30,12.93980067,5.686980513
67,31,NA,8.075489688
67,32,10.69114567,8.403738631
67,33,11.878794,NA
67,34,NA,6.701915781
67,35,14.437234,5.244216763
67,39,NA,9.38808295
67,40,13.551299,NA
68,1,13.87305233,10.86610885
68,2,13.98355067,9.003884769
68,3,11.103914,13.189411
68,4,12.32357067,NA
68,5,24.358704,NA
68,6,15.76460567,NA
68,7,7.851310667,NA
68,8,16.059639,1.520976138
68,9,12.05191733,3.482017038
68,10,10.70450567,7.321583775
68,11,NA,7.601531219
68,12,11.70789733,3.421640163
68,13,12.93618233,NA
68,14,11.21552567,9.432761838
68,15,11.71875233,5.663634788
68,16,13.01244567,NA
68,18,13.85802233,10.84960584
68,19,13.95822233,8.992413163
68,21,12.303809,10.19995066
68,23,NA,11.89050316
68,24,NA,6.178045763
68,25,NA,12.09598579
68,26,12.02965067,NA
68,27,10.68418733,NA
68,28,11.08359567,13.16344894
68,29,11.68618733,NA
68,30,12.908349,5.666452375
68,31,NA,8.606202419
68,32,12.31243733,8.968061156
68,33,12.98544733,NA
68,34,NA,7.507947063
68,35,15.757369,5.163110494
68,39,NA,11.36965199
68,40,14.364589,NA
69,1,14.25075067,11.09413218
69,2,13.85078567,8.827584294
69,3,11.21357733,12.57517693
69,4,12.22810233,NA
69,5,24.21647567,NA
69,6,15.796614,NA
69,7,7.702680667,NA
69,8,16.55117567,1.651993956
69,9,12.14822067,3.53072105
69,10,10.648839,7.257383031
69,11,NA,7.729932706
69,12,11.95700567,3.430495438
69,13,13.02970233,NA
69,14,11.19019733,9.41706385
69,15,11.948934,5.666049863
69,16,13.31805567,NA
69,18,14.242679,11.07762917
69,19,13.82295233,8.813093844
69,21,12.206949,10.54591016
69,23,NA,11.91304386
69,24,NA,6.068562363
69,25,NA,12.45241061
69,26,12.12400567,NA
69,27,10.627964,NA
69,28,11.19270233,12.55243497
69,29,11.93279067,NA
69,30,13.00827067,5.627408663
69,31,NA,8.588693125
69,32,12.28933567,9.135908869
69,33,13.28966567,NA
69,34,NA,7.682838744
69,35,16.60378067,5.116217788
69,39,NA,10.57710488
69,40,14.53437233,NA
70,1,13.96935567,10.69322973
70,2,13.80040733,8.893998856
70,3,10.924389,11.7500263
70,4,12.297964,NA
70,5,23.876074,NA
70,6,16.097214,NA
70,7,7.314684,NA
70,8,16.09665733,1.265783213
70,9,11.97120067,3.646242138
70,10,10.59261567,7.713228438
70,11,NA,7.475142294
70,12,11.29986067,2.989140481
70,13,13.08815233,NA
70,14,10.848404,8.672616981
70,15,11.19799067,5.275008969
70,16,12.10814067,NA
70,18,13.952099,10.68055059
70,19,13.775079,8.8841373
70,21,12.278759,9.798243188
70,23,NA,12.12818679
70,24,NA,5.79123125
70,25,NA,12.13100438
70,26,11.951439,NA
70,27,10.573689,NA
70,28,10.90490567,11.72768686
70,29,11.27648067,NA
70,30,13.06310233,5.247436863
70,31,NA,8.342556731
70,32,11.262564,8.594127044
70,33,12.082534,NA
70,34,NA,6.928731575
70,35,14.85083733,5.223487369
70,39,NA,9.8211864
70,40,13.904504,NA
71,1,13.80736567,10.50485388
71,2,13.82545733,9.226474181
71,3,10.840054,11.42217987
71,4,12.06305067,NA
71,5,23.56016567,NA
71,6,16.26811067,NA
71,7,7.135715667,NA
71,8,15.953594,1.176626694
71,9,12.00432233,3.822341356
71,10,10.40474067,8.001226131
71,11,NA,7.207068969
71,12,10.86816567,2.827330456
71,13,12.951769,NA
71,14,10.50661067,8.309953219
71,15,10.98005567,5.216644656
71,16,12.021579,NA
71,17,10.69532067,6.495628125
71,18,13.786769,10.48935715
71,19,13.79957233,9.21419755
71,21,12.04217567,9.60382965
71,23,NA,12.25437446
71,24,NA,5.660414688
71,25,NA,12.02453983
71,26,11.98122067,NA
71,27,10.38386567,NA
71,28,10.820014,11.39984043
71,29,10.849239,NA
71,30,12.93145067,5.001904238
71,31,NA,8.09360275
71,32,10.76128567,8.436945913
71,33,11.99541567,NA
71,34,10.673889,6.484559031
71,35,14.167529,5.206179331
71,39,NA,9.594370606
71,40,13.441914,NA
72,1,13.793449,10.51652674
72,2,14.039774,9.676080644
72,3,10.96586067,13.68087876
72,4,12.36949567,NA
72,5,23.93508067,NA
72,6,15.954429,NA
72,7,7.372577333,NA
72,8,16.57455567,1.1880983
72,9,12.35585733,3.696757456
72,10,10.79719067,7.842032438
72,11,NA,7.445356369
72,12,11.38308233,2.972637469
72,13,13.19364067,NA
72,14,10.811664,9.50722665
72,15,12.03967067,5.333574538
72,16,12.788944,NA
72,17,10.900174,7.114289838
72,18,13.77452233,10.50022499
72,19,14.01583733,9.662395219
72,21,12.348064,10.69604732
72,23,NA,12.02715616
72,24,NA,5.834098831
72,25,NA,12.47475006
72,26,12.33442567,NA
72,27,10.77882067,NA
72,28,10.946934,13.65471545
72,29,11.36165067,NA
72,30,13.16747733,5.098708494
72,31,NA,8.315185881
72,32,12.41458567,9.202122175
72,33,12.76361567,NA
72,34,10.88069067,7.099195619
72,35,15.077679,5.1456012
72,39,NA,12.14428729
72,40,13.422709,NA
73,1,14.448924,10.89730357
73,2,13.98939567,9.7825452
73,3,11.209959,13.18256829
73,4,12.477489,NA
73,5,24.33059233,NA
73,6,15.966954,NA
73,7,7.502280667,NA
73,8,16.93277067,1.345480688
73,9,12.67816733,3.834416731
73,10,10.79357233,7.552424694
73,11,NA,7.606361369
73,12,11.80058233,3.109894231
73,13,13.231494,NA
73,14,11.062999,9.422699025
73,15,12.41542067,5.550931288
73,16,13.380124,NA
73,17,11.257554,7.487016413
73,18,14.427214,10.8838194
73,19,13.96434567,9.770469825
73,21,12.457449,10.93413346
73,23,NA,12.03500515
73,24,NA,5.926274194
73,25,NA,12.73235806
73,26,12.65729233,NA
73,27,10.77130567,NA
73,28,11.190754,13.15821628
73,29,11.77915067,NA
73,30,13.20505233,5.416290856
73,31,NA,8.497926556
73,32,12.29852067,9.472006806
73,33,13.353404,NA
73,34,11.23556567,7.47212345
73,35,15.72174233,5.074759
73,39,NA,11.24889824
73,40,13.66959067,NA
74,1,14.43918233,10.91883799
74,2,13.85412567,9.446849775
74,3,11.05520567,12.01025063
74,4,12.36281567,NA
74,5,24.514014,NA
74,6,16.11586233,NA
74,7,7.519537333,NA
74,8,16.28481067,1.449328913
74,9,12.25398733,3.920755663
74,10,10.728999,7.340703119
74,11,NA,7.53652545
74,12,11.22693733,3.2103211
74,13,13.23622567,NA
74,14,10.75878067,8.838653388
74,15,11.61771733,5.64954685
74,16,12.306314,NA
74,17,10.815004,7.141660688
74,18,14.42164733,10.90515256
74,19,13.82907567,9.432761838
74,21,12.34249733,9.806293438
74,23,NA,12.14428729
74,24,NA,5.938752081
74,25,NA,12.26604733
74,26,12.23005067,NA
74,27,10.708124,NA
74,28,11.036279,11.98972249
74,29,11.202444,NA
74,30,13.21201067,5.600440325
74,31,NA,8.27714845
74,32,11.49330233,8.893998856
74,33,12.280429,NA
74,34,10.794964,7.127170238
74,35,14.743679,5.138557231
74,39,NA,10.14178761
74,40,13.507044,NA
75,1,14.04589733,10.76930459
75,2,13.74529733,9.321668388
75,3,11.090554,11.43284645
75,4,12.09450233,NA
75,5,24.49536567,NA
75,6,16.173199,NA
75,7,7.542082333,NA
75,8,15.72285567,1.502259306
75,9,11.99513733,3.916328025
75,10,10.58064733,7.355394825
75,11,NA,7.424626975
75,12,10.73094733,3.243125869
75,13,13.06059733,NA
75,14,10.508559,8.343563013
75,15,11.05687567,5.618352131
75,16,11.968974,NA
75,17,10.49575567,6.652406744
75,18,14.02029067,10.75521666
75,19,13.71969067,9.310196781
75,21,12.07474067,9.220839006
75,23,NA,12.18353226
75,24,NA,5.954450069
75,25,NA,11.86051598
75,26,11.97454067,NA
75,27,10.56005067,NA
75,28,11.07190567,11.41111078
75,29,10.708959,NA
75,30,13.04167067,5.573471988
75,31,NA,8.0952128
75,32,10.80888067,8.490480075
75,33,11.945594,NA
75,34,10.47738567,6.63811755
75,35,13.80040733,5.214430838
75,39,NA,9.6440809
75,40,13.162189,NA
76,1,14.07011233,10.69081466
76,2,14.31393233,10.06752405
76,3,11.316839,13.86039934
76,4,12.840714,NA
76,5,24.40490733,NA
76,6,15.90043233,NA
76,7,8.006620667,NA
76,8,16.59543067,1.212651563
76,9,12.262059,3.595525563
76,10,11.18017733,7.523242538
76,11,NA,7.645405081
76,12,12.27152233,3.029190475
76,13,13.53265067,NA
76,14,11.59879067,9.761413294
76,15,12.276254,5.413674525
76,16,13.57078233,NA
76,17,10.90546233,7.487821438
76,18,14.048959,10.67531793
76,19,14.287769,10.05283234
76,21,12.82540567,10.58153251
76,23,NA,11.98952124
76,24,NA,6.29034675
76,25,NA,12.4874292
76,26,12.242019,NA
76,27,11.16041567,NA
76,28,11.296799,13.83322974
76,29,12.24647233,NA
76,30,13.50676567,5.054029606
76,31,NA,8.881722225
76,32,12.76500733,9.371781194
76,33,13.543784,NA
76,34,10.88542233,7.474739781
76,35,16.04906233,5.167940644
76,39,NA,11.93155944
76,40,14.38769067,NA
77,1,14.32061233,10.89790734
77,2,14.18144567,9.876129356
77,3,11.245029,12.79052111
77,4,12.59633733,NA
77,5,24.02915733,NA
77,6,15.866754,NA
77,7,7.803994,NA
77,8,17.07110233,1.321128681
77,9,12.555979,3.611022294
77,10,10.945264,7.470312144
77,11,NA,7.695719144
77,12,12.49780733,3.013895
77,13,13.46640733,NA
77,14,11.48439567,9.474421881
77,15,12.39705067,5.467007431
77,16,14.07623567,NA
77,17,11.25644067,7.689278944
77,18,14.304469,10.88301438
77,19,14.15639567,9.859626344
77,21,12.57490567,11.02651008
77,23,NA,11.96436421
77,24,NA,6.144234713
77,25,NA,12.82996734
77,26,12.53399067,NA
77,27,10.92299733,NA
77,28,11.22610233,12.76838293
77,29,12.47359233,NA
77,30,13.44247067,5.018608506
77,31,NA,8.799609675
77,32,12.373949,9.461943994
77,33,14.04951567,NA
77,34,11.23389567,7.6765998
77,35,17.01515733,5.061476088
77,39,NA,10.70289003
77,40,14.781254,NA
78,1,14.03866067,10.86671262
78,2,14.136634,9.079154606
78,3,11.06105067,11.836969
78,4,12.395659,NA
78,5,23.789234,NA
78,6,16.114749,NA
78,7,7.569359,NA
78,8,16.48994233,1.267997031
78,9,12.19887733,3.634368019
78,10,10.81277733,7.484601338
78,11,NA,7.581405594
78,12,11.442089,3.098422625
78,13,13.289944,NA
78,14,10.83532233,8.837043338
78,15,11.625789,5.553950131
78,16,12.90445233,NA
78,17,10.95890233,7.317759906
78,18,14.023074,10.84859956
78,19,14.11130567,9.067079231
78,21,12.375619,10.02908411
78,23,NA,12.14328101
78,24,NA,5.97799705
78,25,NA,12.41095183
78,26,12.17800233,NA
78,27,10.790789,NA
78,28,11.03822733,11.81563584
78,29,11.41843067,NA
78,30,13.263224,5.20839315
78,31,NA,8.332292663
78,32,11.49079733,8.902250363
78,33,12.87856733,NA
78,34,10.936914,7.303269456
78,35,15.769894,5.197324056
78,39,NA,10.10697028
78,40,14.083194,NA
79,1,13.714124,10.67169531
79,2,13.999694,8.816313944
79,3,10.992859,11.36462058
79,4,12.141819,NA
79,5,23.62028567,NA
79,6,16.29872733,NA
79,7,7.377030667,NA
79,8,15.945244,1.235393519
79,9,12.01128067,3.629739125
79,10,10.71953567,7.618235488
79,11,NA,7.3964511
79,12,10.87317567,2.980687719
79,13,13.16942567,NA
79,14,10.58844067,8.317198444
79,15,11.12868567,5.483107931
79,16,12.33526067,NA
79,17,10.642159,6.915649919
79,18,13.70020733,10.65639984
79,19,13.98021067,8.802427263
79,21,12.12317067,9.413441238
79,23,NA,12.27510386
79,24,NA,5.834501344
79,25,NA,12.01930716
79,26,11.990684,NA
79,27,10.69754733,NA
79,28,10.971984,11.34348868
79,29,10.85313567,NA
79,30,13.14855067,5.184846169
