Year,Site,Plot,Sp,Ht
2010,KIT,1,acarob,5.5
2010,KIT,1,acarob,5.7
2010,KIT,1,acarob,5.8
2010,KIT,1,acarob,6.5
2010,KIT,1,acarob,6.8
2010,KIT,1,acarob,7.6
2010,KIT,1,acasen,0.14
2010,KIT,1,acasen,0.2
2010,KIT,1,acasen,0.2
2010,KIT,1,acasen,0.2
2010,KIT,1,acasen,0.3
2010,KIT,1,acasen,3
2010,KIT,1,acasen,3.2
2010,KIT,1,acasen,3.6
2010,KIT,1,albhar,0.1
2010,KIT,1,albhar,0.1
2010,KIT,1,albhar,0.15
2010,KIT,1,albhar,0.15
2010,KIT,1,albhar,0.15
2010,KIT,1,albhar,0.2
2010,KIT,1,albhar,0.27
2010,KIT,1,albhar,0.27
2010,KIT,1,albhar,0.3
2010,KIT,1,albhar,0.3
2010,KIT,1,albhar,0.3
2010,KIT,1,albhar,0.4
2010,KIT,1,albhar,1.7
2010,KIT,1,albhar,3.1
2010,KIT,1,bosang,0.25
2010,KIT,1,boscia,0.15
2010,KIT,1,comafr,1.1
2010,KIT,1,comafr,2.1
2010,KIT,1,comafr,2.1
2010,KIT,1,comafr,2.7
2010,KIT,1,comafr,2.8
2010,KIT,1,comafr,3
2010,KIT,1,comafr,3.3
2010,KIT,1,comafr,3.6
2010,KIT,1,comafr,4.6
2010,KIT,1,comafri,0.2
2010,KIT,1,comafri,0.25
2010,KIT,1,comafri,0.8
2010,KIT,1,commol,0.3
2010,KIT,1,comtro,0.2
2010,KIT,1,comtro,0.2
2010,KIT,1,comtro,0.2
2010,KIT,1,comtro,0.2
2010,KIT,1,comtro,0.25
2010,KIT,1,comtro,0.3
2010,KIT,1,comtro,0.3
2010,KIT,1,comtro,0.3
2010,KIT,1,comtro,0.3
2010,KIT,1,comtro,0.34
2010,KIT,1,comtro,0.4
2010,KIT,1,comtro,0.4
2010,KIT,1,comtro,0.4
2010,KIT,1,comtro,0.4
2010,KIT,1,comtro,0.4
2010,KIT,1,comtro,0.45
2010,KIT,1,comtro,0.5
2010,KIT,1,comtro,0.5
2010,KIT,1,comtro,0.6
2010,KIT,1,comtro,0.6
2010,KIT,1,comtro,0.6
2010,KIT,1,comtro,0.7
2010,KIT,1,comtro,0.8
2010,KIT,1,comtro,0.8
2010,KIT,1,comtro,0.8
2010,KIT,1,comtro,0.9
2010,KIT,1,comtro,1.6
2010,KIT,1,comtro,2
2010,KIT,1,corova,0.8
2010,KIT,1,diccin,0.06
2010,KIT,1,diccin,0.06
2010,KIT,1,diccin,0.06
2010,KIT,1,diccin,0.1
2010,KIT,1,diccin,0.1
2010,KIT,1,diccin,0.1
2010,KIT,1,diccin,0.1
2010,KIT,1,diccin,0.1
2010,KIT,1,diccin,0.1
2010,KIT,1,diccin,0.15
2010,KIT,1,diccin,0.18
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.2
2010,KIT,1,diccin,0.24
2010,KIT,1,diccin,0.24
2010,KIT,1,diccin,0.25
2010,KIT,1,diccin,0.3
2010,KIT,1,diccin,0.3
2010,KIT,1,diccin,0.3
2010,KIT,1,diccin,0.3
2010,KIT,1,diccin,0.3
2010,KIT,1,diccin,0.3
2010,KIT,1,diccin,0.34
2010,KIT,1,diccin,0.34
2010,KIT,1,diccin,0.4
2010,KIT,1,diccin,0.58
2010,KIT,1,diccin,0.6
2010,KIT,1,diccin,0.68
2010,KIT,1,diccin,1.8
2010,KIT,1,diccin,4.6
2010,KIT,1,grebic,0.4
2010,KIT,1,grebic,0.6
2010,KIT,1,ormtri,0.1
2010,KIT,1,ormtri,0.1
2010,KIT,1,ormtri,0.1
2010,KIT,1,ormtri,0.1
2010,KIT,1,ormtri,0.1
2010,KIT,1,ormtri,0.18
2010,KIT,1,ormtri,0.2
2010,KIT,1,ormtri,0.2
2010,KIT,1,ormtri,0.2
2010,KIT,1,ormtri,0.2
2010,KIT,1,ormtri,0.2
2010,KIT,1,ormtri,0.25
2010,KIT,1,ormtri,0.28
2010,KIT,1,ormtri,0.3
2010,KIT,1,ormtri,0.4
2010,KIT,1,ormtri,0.5
2010,KIT,1,ormtri,1.3
2010,KIT,1,ormtri,1.5
2010,KIT,1,ormtri,1.6
2010,KIT,1,ormtri,1.7
2010,KIT,1,sclbir,0.7
2010,KIT,1,unkspp,0.1
2010,KIT,1,unkspp,0.2
2010,KIT,1,unkspp,0.2
2010,KIT,1,unkspp,0.8
2010,KIT,2,acanil,0.04
2010,KIT,2,acanil,0.1
2010,KIT,2,acanil,0.15
2010,KIT,2,acanil,0.2
2010,KIT,2,acanil,0.3
2010,KIT,2,acanil,0.3
2010,KIT,2,acanil,0.55
2010,KIT,2,acanil,4
2010,KIT,2,acanil,5.7
2010,KIT,2,acasen,0.1
2010,KIT,2,acasen,0.2
2010,KIT,2,acasen,0.3
2010,KIT,2,acasen,3.1
2010,KIT,2,acasen,3.4
2010,KIT,2,acasen,3.5
2010,KIT,2,acasen,3.6
2010,KIT,2,acasen,3.8
2010,KIT,2,acasen,3.9
2010,KIT,2,acasen,4
2010,KIT,2,acasen,4
2010,KIT,2,acasen,4.3
2010,KIT,2,albhar,0.37
2010,KIT,2,albhar,0.6
2010,KIT,2,comtro,0.1
2010,KIT,2,comtro,0.14
2010,KIT,2,comtro,0.15
2010,KIT,2,comtro,0.17
2010,KIT,2,comtro,0.2
2010,KIT,2,comtro,0.23
2010,KIT,2,comtro,0.25
2010,KIT,2,comtro,0.25
2010,KIT,2,comtro,0.3
2010,KIT,2,comtro,0.3
2010,KIT,2,comtro,0.3
2010,KIT,2,comtro,0.34
2010,KIT,2,comtro,0.35
2010,KIT,2,comtro,0.36
2010,KIT,2,comtro,0.4
2010,KIT,2,comtro,0.5
2010,KIT,2,comtro,0.5
2010,KIT,2,comtro,0.8
2010,KIT,2,corova,0.2
2010,KIT,2,diccin,0.03
2010,KIT,2,diccin,0.25
2010,KIT,2,diccin,0.34
2010,KIT,2,diccin,0.45
2010,KIT,2,diccin,0.5
2010,KIT,2,lanhum,0.2
2010,KIT,2,lanhum,0.3
2010,KIT,2,lanhum,0.3
2010,KIT,2,lanhum,0.4
2010,KIT,2,lanhum,0.5
2010,KIT,2,lanhum,0.6
2010,KIT,2,ormtri,0.2
2010,KIT,2,sclbir,0.9
2010,KIT,2,sclbir,2.4
2010,KIT,2,unkspp,0.4
2010,KIT,2,unkspp,0.4
2010,KIT,2,unkspp,0.6
2010,KIT,3,acabre,0.2
2010,KIT,3,acabre,0.3
2010,KIT,3,acabre,0.3
2010,KIT,3,acabre,0.3
2010,KIT,3,acabre,0.5
2010,KIT,3,acabre,0.5
2010,KIT,3,acabre,0.5
2010,KIT,3,acabre,0.6
2010,KIT,3,acabre,0.68
2010,KIT,3,acabre,0.7
2010,KIT,3,acabre,0.8
2010,KIT,3,acarob,0.2
2010,KIT,3,acarob,0.7
2010,KIT,3,acarob,1.8
2010,KIT,3,acarob,5
2010,KIT,3,acarob,5.2
2010,KIT,3,acarob,6.2
2010,KIT,3,acarob,6.9
2010,KIT,3,acarob,7.5
2010,KIT,3,acarob,9.5
2010,KIT,3,acarob,10.7
2010,KIT,3,acasen,0.2
2010,KIT,3,albhar,0.2
2010,KIT,3,albhar,0.2
2010,KIT,3,albhar,0.2
2010,KIT,3,albhar,0.28
2010,KIT,3,albhar,0.3
2010,KIT,3,albhar,0.4
2010,KIT,3,albhar,0.45
2010,KIT,3,balaeg,3.7
2010,KIT,3,comtro,0.3
2010,KIT,3,corova,0.3
2010,KIT,3,corova,0.3
2010,KIT,3,diccin,0.25
2010,KIT,3,diccin,0.3
2010,KIT,3,grebic,0.9
2010,KIT,3,grebic,0.98
2010,KIT,3,grebic,1.1
2010,KIT,3,grebic,1.2
2010,KIT,3,grebic,1.6
2010,KIT,3,ormtri,0.15
2010,KIT,3,ormtri,0.15
2010,KIT,3,ormtri,0.18
2010,KIT,3,ormtri,0.2
2010,KIT,3,ormtri,0.2
2010,KIT,3,ormtri,0.2
2010,KIT,3,ormtri,0.2
2010,KIT,3,ormtri,0.25
2010,KIT,3,ormtri,0.25
2010,KIT,3,ormtri,0.3
2010,KIT,3,unkspp,0.6
2010,KIT,3,unkspp,0.6
2010,KIT,3,unkspp,0.7
2010,KIT,4,acager,0.06
2010,KIT,4,acager,0.06
2010,KIT,4,acager,0.07
2010,KIT,4,acager,0.07
2010,KIT,4,acager,0.08
2010,KIT,4,acager,0.1
2010,KIT,4,acager,0.12
2010,KIT,4,acager,0.15
2010,KIT,4,acager,0.17
2010,KIT,4,acager,0.17
2010,KIT,4,acager,0.18
2010,KIT,4,acager,0.2
2010,KIT,4,acager,0.2
2010,KIT,4,acager,0.24
2010,KIT,4,acager,2
2010,KIT,4,acager,2.3
2010,KIT,4,acager,2.3
2010,KIT,4,acager,2.6
2010,KIT,4,acager,2.7
2010,KIT,4,acager,2.7
2010,KIT,4,acager,2.7
2010,KIT,4,acager,3
2010,KIT,4,acager,3
2010,KIT,4,acager,3.1
2010,KIT,4,acager,3.2
2010,KIT,4,acager,3.2
2010,KIT,4,acager,3.3
2010,KIT,4,acager,3.3
2010,KIT,4,acager,3.3
2010,KIT,4,acager,3.5
2010,KIT,4,acager,3.9
2010,KIT,4,acager,3.9
2010,KIT,4,acager,4
2010,KIT,4,acager,4.2
2010,KIT,4,acager,4.2
2010,KIT,4,acager,4.3
2010,KIT,4,acager,4.3
2010,KIT,4,acager,4.4
2010,KIT,4,acager,4.5
2010,KIT,4,acager,4.6
2010,KIT,4,acager,4.6
2010,KIT,4,acager,4.7
2010,KIT,4,acager,4.9
2010,KIT,4,acager,5
2010,KIT,4,acager,5.2
2010,KIT,4,acager,5.3
2010,KIT,4,acager,6
2010,KIT,4,acasen,0.07
2010,KIT,4,acasen,0.14
2010,KIT,4,acasen,0.21
2010,KIT,4,acasen,0.34
2010,KIT,4,acasen,2.4
2010,KIT,4,albhar,0.07
2010,KIT,4,albhar,0.07
2010,KIT,4,albhar,0.2
2010,KIT,4,albhar,0.26
2010,KIT,4,albhar,0.41
2010,KIT,4,albhar,0.46
2010,KIT,4,albhar,0.72
2010,KIT,4,balaeg,0.18
2010,KIT,4,comtro,0.08
2010,KIT,4,comtro,0.16
2010,KIT,4,comtro,0.18
2010,KIT,4,comtro,0.25
2010,KIT,4,comtro,0.27
2010,KIT,4,comtro,0.3
2010,KIT,4,comtro,0.31
2010,KIT,4,comtro,0.34
2010,KIT,4,comtro,0.35
2010,KIT,4,comtro,0.35
2010,KIT,4,comtro,0.36
2010,KIT,4,comtro,0.39
2010,KIT,4,comtro,0.41
2010,KIT,4,comtro,0.42
2010,KIT,4,comtro,0.45
2010,KIT,4,comtro,0.54
2010,KIT,4,comtro,0.8
2010,KIT,4,comtro,1.3
2010,KIT,4,corova,0.82
2010,KIT,4,corova,1.2
2010,KIT,4,diccin,0.08
2010,KIT,4,diccin,0.09
2010,KIT,4,diccin,0.09
2010,KIT,4,diccin,0.1
2010,KIT,4,diccin,0.1
2010,KIT,4,diccin,0.1
2010,KIT,4,diccin,0.1
2010,KIT,4,diccin,0.16
2010,KIT,4,diccin,0.16
2010,KIT,4,diccin,0.16
2010,KIT,4,diccin,0.16
2010,KIT,4,diccin,0.17
2010,KIT,4,diccin,0.18
2010,KIT,4,diccin,0.19
2010,KIT,4,diccin,0.2
2010,KIT,4,diccin,0.2
2010,KIT,4,diccin,0.2
2010,KIT,4,diccin,0.21
2010,KIT,4,diccin,0.22
2010,KIT,4,diccin,0.23
2010,KIT,4,diccin,0.23
2010,KIT,4,diccin,0.26
2010,KIT,4,diccin,0.28
2010,KIT,4,diccin,0.28
2010,KIT,4,diccin,0.28
2010,KIT,4,diccin,0.29
2010,KIT,4,diccin,0.29
2010,KIT,4,diccin,0.3
2010,KIT,4,diccin,0.3
2010,KIT,4,diccin,0.32
2010,KIT,4,diccin,0.32
2010,KIT,4,diccin,0.32
2010,KIT,4,diccin,0.34
2010,KIT,4,diccin,0.34
2010,KIT,4,diccin,0.36
2010,KIT,4,diccin,0.44
2010,KIT,4,diccin,0.52
2010,KIT,4,diccin,0.52
2010,KIT,4,grebic,0.42
2010,KIT,4,grebic,0.79
2010,KIT,4,ormtri,0.05
2010,KIT,4,ormtri,0.05
2010,KIT,4,ormtri,0.07
2010,KIT,4,ormtri,0.07
2010,KIT,4,ormtri,0.08
2010,KIT,4,ormtri,0.09
2010,KIT,4,ormtri,0.09
2010,KIT,4,ormtri,0.1
2010,KIT,4,ormtri,0.1
2010,KIT,4,ormtri,0.1
2010,KIT,4,ormtri,0.1
2010,KIT,4,ormtri,0.1
2010,KIT,4,ormtri,0.11
2010,KIT,4,ormtri,0.11
2010,KIT,4,ormtri,0.12
2010,KIT,4,ormtri,0.12
2010,KIT,4,ormtri,0.12
2010,KIT,4,ormtri,0.12
2010,KIT,4,ormtri,0.12
2010,KIT,4,ormtri,0.13
2010,KIT,4,ormtri,0.13
2010,KIT,4,ormtri,0.13
2010,KIT,4,ormtri,0.13
2010,KIT,4,ormtri,0.13
2010,KIT,4,ormtri,0.14
2010,KIT,4,ormtri,0.14
2010,KIT,4,ormtri,0.14
2010,KIT,4,ormtri,0.14
2010,KIT,4,ormtri,0.15
2010,KIT,4,ormtri,0.15
2010,KIT,4,ormtri,0.15
2010,KIT,4,ormtri,0.15
2010,KIT,4,ormtri,0.15
2010,KIT,4,ormtri,0.15
2010,KIT,4,ormtri,0.15
2010,KIT,4,ormtri,0.16
2010,KIT,4,ormtri,0.16
2010,KIT,4,ormtri,0.16
2010,KIT,4,ormtri,0.16
2010,KIT,4,ormtri,0.16
2010,KIT,4,ormtri,0.17
2010,KIT,4,ormtri,0.17
2010,KIT,4,ormtri,0.17
2010,KIT,4,ormtri,0.17
2010,KIT,4,ormtri,0.17
2010,KIT,4,ormtri,0.18
2010,KIT,4,ormtri,0.18
2010,KIT,4,ormtri,0.18
2010,KIT,4,ormtri,0.18
2010,KIT,4,ormtri,0.18
2010,KIT,4,ormtri,0.18
2010,KIT,4,ormtri,0.19
2010,KIT,4,ormtri,0.19
2010,KIT,4,ormtri,0.19
2010,KIT,4,ormtri,0.19
2010,KIT,4,ormtri,0.2
2010,KIT,4,ormtri,0.2
2010,KIT,4,ormtri,0.2
2010,KIT,4,ormtri,0.2
2010,KIT,4,ormtri,0.2
2010,KIT,4,ormtri,0.2
2010,KIT,4,ormtri,0.2
2010,KIT,4,ormtri,0.2
2010,KIT,4,ormtri,0.2
2010,KIT,4,ormtri,0.2
2010,KIT,4,ormtri,0.2
2010,KIT,4,ormtri,0.2
2010,KIT,4,ormtri,0.21
2010,KIT,4,ormtri,0.21
2010,KIT,4,ormtri,0.21
2010,KIT,4,ormtri,0.21
2010,KIT,4,ormtri,0.21
2010,KIT,4,ormtri,0.21
2010,KIT,4,ormtri,0.22
2010,KIT,4,ormtri,0.22
2010,KIT,4,ormtri,0.22
2010,KIT,4,ormtri,0.22
2010,KIT,4,ormtri,0.23
2010,KIT,4,ormtri,0.23
2010,KIT,4,ormtri,0.23
2010,KIT,4,ormtri,0.23
2010,KIT,4,ormtri,0.24
2010,KIT,4,ormtri,0.24
2010,KIT,4,ormtri,0.24
2010,KIT,4,ormtri,0.25
2010,KIT,4,ormtri,0.25
2010,KIT,4,ormtri,0.25
2010,KIT,4,ormtri,0.25
2010,KIT,4,ormtri,0.25
2010,KIT,4,ormtri,0.26
2010,KIT,4,ormtri,0.26
2010,KIT,4,ormtri,0.26
2010,KIT,4,ormtri,0.26
2010,KIT,4,ormtri,0.26
2010,KIT,4,ormtri,0.28
2010,KIT,4,ormtri,0.29
2010,KIT,4,ormtri,0.3
2010,KIT,4,ormtri,0.3
2010,KIT,4,ormtri,0.3
2010,KIT,4,ormtri,0.3
2010,KIT,4,ormtri,0.3
2010,KIT,4,ormtri,0.3
2010,KIT,4,ormtri,0.3
2010,KIT,4,ormtri,0.31
2010,KIT,4,ormtri,0.31
2010,KIT,4,ormtri,0.32
2010,KIT,4,ormtri,0.32
2010,KIT,4,ormtri,0.32
2010,KIT,4,ormtri,0.32
2010,KIT,4,ormtri,0.32
2010,KIT,4,ormtri,0.33
2010,KIT,4,ormtri,0.33
2010,KIT,4,ormtri,0.34
2010,KIT,4,ormtri,0.35
2010,KIT,4,ormtri,0.36
2010,KIT,4,ormtri,0.36
2010,KIT,4,ormtri,0.37
2010,KIT,4,ormtri,0.37
2010,KIT,4,ormtri,0.38
2010,KIT,4,ormtri,0.39
2010,KIT,4,ormtri,0.39
2010,KIT,4,ormtri,0.39
2010,KIT,4,ormtri,0.39
2010,KIT,4,ormtri,0.4
2010,KIT,4,ormtri,0.41
2010,KIT,4,ormtri,0.42
2010,KIT,4,ormtri,0.42
2010,KIT,4,ormtri,0.46
2010,KIT,4,ormtri,0.46
2010,KIT,4,ormtri,0.5
2010,KIT,4,ormtri,0.53
2010,KIT,4,ormtri,0.56
2010,KIT,4,ormtri,0.65
2010,KIT,4,ormtri,1.67
2010,KIT,4,ormtri,2.5
2010,KIT,4,unkspp,0.26
2010,KIT,4,unkspp,0.58
2010,KMS,1,acager,0.4
2010,KMS,1,acager,4
2010,KMS,1,acager,4.8
2010,KMS,1,acarob,4
2010,KMS,1,acarob,5.4
2010,KMS,1,acasen,0.2
2010,KMS,1,acasen,0.26
2010,KMS,1,acasen,0.3
2010,KMS,1,acasen,0.3
2010,KMS,1,acasen,0.3
2010,KMS,1,acasen,0.3
2010,KMS,1,acasen,0.32
2010,KMS,1,acasen,0.35
2010,KMS,1,acasen,0.37
2010,KMS,1,acasen,0.4
2010,KMS,1,acasen,0.4
2010,KMS,1,acasen,0.4
2010,KMS,1,acasen,0.4
2010,KMS,1,acasen,0.4
2010,KMS,1,acasen,0.4
2010,KMS,1,acasen,0.4
2010,KMS,1,acasen,0.4
2010,KMS,1,acasen,0.5
2010,KMS,1,acasen,0.5
2010,KMS,1,acasen,0.6
2010,KMS,1,acasen,0.6
2010,KMS,1,acasen,0.67
2010,KMS,1,acasen,4
2010,KMS,1,acasen,4
2010,KMS,1,acasen,4.2
2010,KMS,1,acasen,4.4
2010,KMS,1,acasen,4.4
2010,KMS,1,acasen,4.8
2010,KMS,1,acasen,4.8
2010,KMS,1,acasen,5
2010,KMS,1,acasen,5
2010,KMS,1,acasen,5.2
2010,KMS,1,acasen,5.2
2010,KMS,1,acator,0.7
2010,KMS,1,comtro,0.3
2010,KMS,1,comtro,0.4
2010,KMS,1,comtro,0.5
2010,KMS,1,comtro,0.5
2010,KMS,1,comtro,0.6
2010,KMS,1,comtro,0.7
2010,KMS,1,comtro,0.8
2010,KMS,1,comtro,0.8
2010,KMS,1,comtro,0.85
2010,KMS,1,comtro,1.1
2010,KMS,1,comtro,1.15
2010,KMS,1,comtro,1.2
2010,KMS,1,comtro,1.2
2010,KMS,1,comtro,1.4
2010,KMS,1,comtro,1.5
2010,KMS,1,comtro,3.4
2010,KMS,1,unkspp,0.6
2010,KMS,2,acarob,2.25
2010,KMS,2,acarob,5.25
2010,KMS,2,acarob,6
2010,KMS,2,acarob,6
2010,KMS,2,acarob,6.8
2010,KMS,2,acarob,7.2
2010,KMS,2,acasen,0.33
2010,KMS,2,acasen,0.36
2010,KMS,2,acasen,0.61
2010,KMS,2,acasen,0.82
2010,KMS,2,acasen,4
2010,KMS,2,acasie,5
2010,KMS,2,acator,3.9
2010,KMS,2,comtro,0.44
2010,KMS,2,comtro,0.81
2010,KMS,2,grebic,0.5
2010,KMS,2,grebic,0.6
2010,KMS,2,ormtri,0.25
2010,KMS,2,ormtri,0.25
2010,KMS,2,ormtri,0.27
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.3
2010,KMS,2,ormtri,0.31
2010,KMS,2,ormtri,0.32
2010,KMS,2,ormtri,0.33
2010,KMS,2,ormtri,0.34
2010,KMS,2,ormtri,0.35
2010,KMS,2,ormtri,0.35
2010,KMS,2,ormtri,0.35
2010,KMS,2,ormtri,0.36
2010,KMS,2,ormtri,0.37
2010,KMS,2,ormtri,0.37
2010,KMS,2,ormtri,0.37
2010,KMS,2,ormtri,0.38
2010,KMS,2,ormtri,0.38
2010,KMS,2,ormtri,0.39
2010,KMS,2,ormtri,0.39
2010,KMS,2,ormtri,0.39
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.4
2010,KMS,2,ormtri,0.41
2010,KMS,2,ormtri,0.42
2010,KMS,2,ormtri,0.42
2010,KMS,2,ormtri,0.42
2010,KMS,2,ormtri,0.42
2010,KMS,2,ormtri,0.43
2010,KMS,2,ormtri,0.43
2010,KMS,2,ormtri,0.44
2010,KMS,2,ormtri,0.44
2010,KMS,2,ormtri,0.44
2010,KMS,2,ormtri,0.44
2010,KMS,2,ormtri,0.45
2010,KMS,2,ormtri,0.45
2010,KMS,2,ormtri,0.45
2010,KMS,2,ormtri,0.45
2010,KMS,2,ormtri,0.46
2010,KMS,2,ormtri,0.46
2010,KMS,2,ormtri,0.47
2010,KMS,2,ormtri,0.47
2010,KMS,2,ormtri,0.48
2010,KMS,2,ormtri,0.48
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.5
2010,KMS,2,ormtri,0.54
2010,KMS,2,ormtri,0.56
2010,KMS,2,ormtri,0.56
2010,KMS,2,ormtri,0.57
2010,KMS,2,ormtri,0.6
2010,KMS,2,ormtri,0.6
2010,KMS,2,ormtri,0.6
2010,KMS,2,ormtri,0.6
2010,KMS,2,ormtri,0.6
2010,KMS,2,ormtri,0.61
2010,KMS,2,ormtri,0.63
2010,KMS,2,ormtri,0.64
2010,KMS,2,ormtri,0.65
2010,KMS,2,ormtri,0.7
2010,KMS,2,ormtri,0.7
2010,KMS,2,ormtri,0.7
2010,KMS,2,ormtri,0.7
2010,KMS,2,ormtri,0.71
2010,KMS,2,ormtri,0.74
2010,KMS,2,ormtri,0.9
2010,KMS,2,ormtri,0.9
2010,KMS,2,ormtri,1.1
2010,KMS,2,ormtri,1.1
2010,KMS,2,ormtri,1.3
2010,KMS,2,ormtri,1.5
2010,KMS,2,ormtri,1.8
2010,MUS,1,acasen,0.47
2010,MUS,1,acasen,0.49
2010,MUS,1,acasen,0.71
2010,MUS,1,acasen,0.86
2010,MUS,1,acasen,4.1
2010,MUS,1,acasen,5
2010,MUS,1,acasie,4.85
2010,MUS,1,acator,0.4
2010,MUS,1,acator,0.59
2010,MUS,1,acator,0.73
2010,MUS,1,acator,0.73
2010,MUS,1,acator,0.78
2010,MUS,1,acator,0.92
2010,MUS,1,acator,1.25
2010,MUS,1,acator,3
2010,MUS,1,acator,3
2010,MUS,1,acator,3.4
2010,MUS,1,acator,4.5
2010,MUS,1,acator,4.8
2010,MUS,1,acator,5.2
2010,MUS,1,acator,5.2
2010,MUS,1,acator,5.4
2010,MUS,1,acator,5.5
2010,MUS,1,acator,6.1
2010,MUS,1,acator,6.1
2010,MUS,1,acator,6.3
2010,MUS,1,acator,7.1
2010,MUS,1,acator,7.2
2010,MUS,1,comtro,0.57
2010,MUS,1,comtro,0.72
2010,MUS,1,comtro,1.07
2010,MUS,1,comtro,1.4
2010,MUS,1,comtro,1.52
2010,MUS,1,comtro,1.6
2010,MUS,1,comtro,4.3
2010,MUS,1,grebic,1.25
2010,MUS,1,ormtri,0.29
2010,MUS,1,ormtri,0.3
2010,MUS,1,ormtri,0.33
2010,MUS,1,ormtri,0.34
2010,MUS,1,ormtri,0.34
2010,MUS,1,ormtri,0.39
2010,MUS,1,ormtri,0.39
2010,MUS,1,ormtri,0.39
2010,MUS,1,ormtri,0.4
2010,MUS,1,ormtri,0.4
2010,MUS,1,ormtri,0.4
2010,MUS,1,ormtri,0.41
2010,MUS,1,ormtri,0.41
2010,MUS,1,ormtri,0.43
2010,MUS,1,ormtri,0.43
2010,MUS,1,ormtri,0.43
2010,MUS,1,ormtri,0.45
2010,MUS,1,ormtri,0.5
2010,MUS,1,ormtri,0.5
2010,MUS,1,ormtri,0.52
2010,MUS,1,ormtri,0.53
2010,MUS,1,ormtri,0.55
2010,MUS,1,ormtri,0.56
2010,MUS,1,ormtri,0.57
2010,MUS,1,ormtri,0.57
2010,MUS,1,ormtri,0.6
2010,MUS,1,ormtri,0.6
2010,MUS,1,ormtri,0.61
2010,MUS,1,ormtri,0.62
2010,MUS,1,ormtri,0.65
2010,MUS,1,ormtri,0.65
2010,MUS,1,ormtri,0.65
2010,MUS,1,ormtri,0.65
2010,MUS,1,ormtri,0.71
2010,MUS,1,ormtri,0.72
2010,MUS,1,ormtri,0.72
2010,MUS,1,ormtri,0.72
2010,MUS,1,ormtri,0.73
2010,MUS,1,ormtri,0.73
2010,MUS,1,ormtri,0.75
2010,MUS,1,ormtri,0.75
2010,MUS,1,ormtri,0.77
2010,MUS,1,ormtri,0.79
2010,MUS,1,ormtri,0.87
2010,MUS,1,ormtri,0.88
2010,MUS,1,ormtri,0.94
2010,MUS,1,ormtri,0.94
2010,MUS,1,ormtri,1.05
2010,MUS,1,ormtri,1.1
2010,MUS,1,ormtri,1.13
2010,MUS,1,ormtri,1.15
2010,MUS,1,ormtri,1.4
